Epoch time,Latitude,Longitude,Radiation (cps)
1682126496.027483,0,0,41.2
1682126501.3282568,0,0,38.8
1682126506.68273,0,0,40.2
1682126512.1259632,0,0,46.6
1682126517.4311543,0,0,30.6
1682126522.7509527,0,0,40.2
1682126528.086143,0,0,36.0
1682126533.3977637,0,0,33.4
1682126538.7286296,0,0,38.8
1682126544.0598187,0,0,33.8
1682126549.3804698,0,0,30.2
1682126554.7463222,0,0,34.6
1682126560.0701578,0,0,32.4
1682126565.4048233,0,0,26.2
1682126570.7523217,0,0,31.8
1682126576.0997367,0,0,30.2
1682126581.468853,0,0,26.6
1682126586.8248959,0,0,29.2
1682126592.2056887,0,0,31.4
1682126597.5778515,0,0,31.4
1682126602.9856188,0,0,34.8
1682126608.4460762,0,0,39.0
1682126613.9801016,0,0,34.6
1682126619.5498528,0,0,32.6
1682126624.9978826,0,0,32.6
1682126630.3919725,0,0,38.0
1682126635.7980711,0,0,44.4
1682126641.1808035,0,0,41.2
1682126646.594467,0,0,48.2
1682126652.0270221,0,0,49.8
1682126657.5133443,0,0,54.4
1682126662.9389493,0,0,54.2
1682126668.3675063,0,0,46.8
1682126673.7806897,0,0,47.8
1682126679.203923,0,0,46.6
1682126684.632871,0,0,45.6
1682126690.0475018,0,0,45.8
1682126695.4571116,0,0,45.6
1682126700.9052525,0,0,52.6
1682126706.3528552,0,0,48.2
1682126711.7889245,0,0,46.4
1682126717.2403278,0,0,49.8
1682126722.7047362,0,0,48.6
1682126728.1759796,0,0,53.4
1682126733.6506274,0,0,43.0
1682126739.1168134,0,0,46.4
1682126744.5677745,0,0,41.8
1682126750.045793,0,0,45.8
1682126755.5153587,0,0,47.0
1682126761.0252082,0,0,49.0
1682126766.520192,0,0,52.0
1682126772.0448918,0,0,52.8
1682126777.5403807,0,0,52.0
1682126783.0355062,0,0,46.2
1682126788.5259209,0,0,47.2
1682126794.0377893,0,0,45.6
1682126799.552433,0,0,47.2
1682126805.058508,0,0,55.4
1682126810.604021,0,0,49.0
1682126816.124634,0,0,52.4
1682126821.654015,0,0,48.4
1682126827.2094219,0,0,48.2
1682126832.7949975,0,0,51.6
1682126838.337102,0,0,49.8
1682126843.8799078,0,0,47.6
1682126849.4254253,0,0,46.6
1682126854.967363,0,0,51.2
1682126860.5650923,0,0,45.0
1682126866.1293054,0,0,48.0
1682126871.675992,0,0,43.2
1682126877.2480912,0,0,44.4
1682126882.8230722,0,0,47.8
1682126888.3906915,0,0,47.8
1682126894.0297556,0,0,49.4
1682126899.6190276,0,0,49.8
1682126905.204373,0,0,50.0
1682126910.8160455,0,0,52.4
1682126916.3978226,0,0,50.0
1682126921.9725776,0,0,45.4
1682126927.5524497,0,0,48.6
1682126933.1981668,0,0,45.6
1682126938.8030136,0,0,49.0
1682126944.4244795,0,0,52.2
1682126950.0742443,0,0,48.8
1682126955.6969826,0,0,52.2
1682126961.3097656,0,0,47.4
1682126966.9779315,0,0,48.2
1682126972.640644,0,0,49.4
1682126978.2775187,0,0,51.0
1682126983.9301178,0,0,49.0
1682126989.5558963,0,0,50.2
1682126995.2086685,0,0,53.2
1682127000.8821757,0,0,50.0
1682127006.5195742,0,0,47.6
1682127012.3671641,0,0,48.8
1682127018.041377,0,0,45.8
1682127023.7264986,0,0,48.2
1682127029.4065084,0,0,50.8
1682127035.0845373,0,0,55.2
1682127040.775985,0,0,48.4
1682127046.453424,0,0,51.4
1682127052.1633794,0,0,48.4
1682127057.848258,0,0,47.0
1682127063.5084848,0,0,47.6
1682127069.2100368,0,0,52.4
1682127074.8951957,0,0,48.8
1682127080.596875,0,0,50.2
1682127086.2963114,0,0,51.4
1682127092.0252583,0,0,55.4
1682127097.7515848,0,0,51.0
1682127103.5098984,0,0,53.0
1682127109.2318192,0,0,46.6
1682127114.970678,0,0,49.4
1682127120.7336302,0,0,49.2
1682127126.5075855,0,0,49.6
1682127132.2461107,0,0,54.4
1682127138.0084233,0,0,48.2
1682127143.7699585,0,0,56.0
1682127149.5134947,0,0,54.6
1682127155.274933,0,0,52.4
1682127161.0577745,0,0,51.4
1682127166.780755,0,0,48.0
1682127172.5247846,0,0,53.2
1682127178.5261097,0,0,50.8
1682127184.2948434,0,0,47.6
1682127190.0891623,0,0,52.2
1682127195.8259282,0,0,46.2
1682127201.640553,0,0,45.6
1682127207.5756135,0,0,50.6
1682127213.387361,0,0,51.8
1682127219.156284,0,0,52.2
1682127224.9619462,0,0,53.8
1682127230.7550402,0,0,46.0
1682127236.5310264,0,0,48.8
1682127242.326359,0,0,53.6
1682127248.1464694,0,0,49.0
1682127253.981943,0,0,45.8
1682127259.798578,0,0,51.2
1682127265.6180856,0,0,54.4
1682127271.4239001,0,0,57.6
1682127277.2374113,0,0,43.8
1682127283.094075,0,0,54.0
1682127288.906558,0,0,52.4
1682127294.7969546,0,0,53.8
1682127300.6126015,0,0,53.2
1682127306.4613435,0,0,48.8
1682127312.3429265,0,0,44.2
1682127318.3106198,0,0,48.4
1682127324.2009785,0,0,43.2
1682127330.1267908,0,0,49.2
1682127336.0336614,0,0,53.8
1682127341.8903005,0,0,50.8
1682127348.0005853,0,0,52.2
1682127354.0595796,0,0,51.6
1682127359.9869647,0,0,44.0
1682127365.9169598,0,0,48.0
1682127371.8051522,0,0,49.6
1682127377.6727295,0,0,54.0
1682127383.5650206,0,0,51.2
1682127389.528201,0,0,45.8
1682127395.473726,0,0,48.0
1682127401.3846085,0,0,48.8
1682127407.2800684,0,0,53.4
1682127413.1968796,0,0,45.4
1682127419.1468298,0,0,50.4
1682127425.0708737,0,0,46.8
1682127431.0717704,0,0,51.8
1682127436.9932709,0,0,48.2
1682127442.950683,0,0,52.2
1682127448.9372814,0,0,52.6
1682127454.8612456,0,0,51.2
1682127460.819864,0,0,51.4
1682127466.8574505,0,0,49.2
1682127473.1544292,0,0,42.4
1682127479.1678069,0,0,43.6
1682127485.1158195,0,0,48.2
1682127491.1095383,0,0,49.8
1682127497.0494392,0,0,44.6
1682127503.0722544,0,0,52.6
1682127509.0281718,0,0,51.4
1682127515.017895,0,0,48.2
1682127521.0627978,0,0,54.0
1682127527.0510366,0,0,52.4
1682127533.0945554,0,0,51.8
1682127539.0918915,0,0,52.8
1682127545.0762403,0,0,47.8
1682127551.0839384,0,0,52.0
1682127557.1199088,0,0,51.8
1682127563.1593354,0,0,51.4
1682127569.2915742,0,0,52.4
1682127575.4073086,0,0,47.4
1682127581.6701753,0,0,50.0
1682127587.7147238,0,0,51.2
1682127593.7406259,0,0,44.8
1682127599.7547207,0,0,54.2
1682127605.821954,0,0,48.2
1682127611.9064815,0,0,47.0
1682127617.925119,0,0,43.2
1682127624.0102675,0,0,42.2
1682127630.071005,0,0,45.2
1682127636.1678095,0,0,48.6
1682127642.2804806,0,0,52.0
1682127648.4576714,0,0,46.4
1682127654.5704494,0,0,49.8
1682127660.6620038,0,0,46.2
1682127666.7014415,0,0,45.4
1682127672.757246,0,0,51.2
1682127678.824296,0,0,51.6
1682127685.0854192,0,0,46.2
1682127691.1549864,0,0,53.8
1682127697.2851915,0,0,50.0
1682127703.4060469,0,0,49.8
1682127709.5308633,0,0,52.4
1682127715.705349,0,0,52.6
1682127721.82829,0,0,52.0
1682127728.1649404,0,0,47.6
1682127734.2682197,0,0,44.4
1682127740.3975747,0,0,45.2
1682127746.5409787,0,0,42.8
1682127752.6886408,0,0,49.2
1682127758.8002095,0,0,45.0
1682127764.9432602,0,0,50.4
1682127771.047579,0,0,48.8
1682127777.27187,0,0,49.4
1682127783.7050354,0,0,45.4
1682127789.8997402,0,0,50.4
1682127796.045131,0,0,44.6
1682127802.1904352,0,0,44.0
1682127808.3541257,0,0,43.4
1682127814.5333622,0,0,46.4
1682127820.6807194,0,0,47.2
1682127826.834869,0,0,50.4
1682127832.9842076,0,0,51.6
1682127839.2722955,0,0,46.4
1682127845.7023332,0,0,57.0
1682127852.0088527,0,0,53.6
1682127858.2005663,0,0,47.4
1682127864.3759065,0,0,52.0
1682127870.7888339,0,0,48.2
1682127877.0705383,0,0,53.4
1682127883.334733,0,0,45.2
1682127889.485462,0,0,45.2
1682127895.7211018,0,0,53.6
1682127902.065314,0,0,50.4
1682127908.356008,0,0,49.0
1682127914.5946023,0,0,49.0
1682127920.804966,0,0,50.0
1682127927.0590193,0,0,48.0
1682127933.2776077,0,0,53.8
1682127939.5008945,0,0,51.0
1682127945.7434597,0,0,52.4
1682127952.263323,0,0,52.8
1682127958.6418896,0,0,54.6
1682127965.0632029,0,0,47.0
1682127971.2948635,0,0,50.0
1682127977.515767,0,0,47.4
1682127983.7530596,0,0,43.4
1682127990.0602462,0,0,47.2
1682127996.4051993,0,0,50.2
1682128002.654732,0,0,52.0
1682128009.0126958,0,0,49.2
1682128015.6259027,0,0,47.8
1682128021.924694,0,0,50.2
1682128028.4065511,0,0,53.0
1682128034.6898742,0,0,49.6
1682128041.0328135,0,0,49.8
1682128047.4202113,0,0,48.4
1682128053.8731484,0,0,50.4
1682128060.2478645,0,0,51.8
1682128066.637305,0,0,46.8
1682128072.9575963,0,0,48.4
1682128079.2738767,0,0,48.2
1682128085.723951,0,0,49.4
1682128092.028268,0,0,47.8
1682128098.3689463,0,0,52.6
1682128104.9999194,0,0,51.8
1682128111.5337293,0,0,48.4
1682128117.8664498,0,0,45.6
1682128124.1991982,0,0,49.4
1682128130.5665255,0,0,44.4
1682128136.8935568,0,0,46.0
1682128143.2478385,0,0,50.6
1682128149.6620688,0,0,55.6
1682128156.1446629,0,0,48.2
1682128162.5850139,0,0,45.4
1682128168.9520953,0,0,48.4
1682128175.5524611,0,0,48.8
1682128181.9480476,0,0,44.8
1682128188.34268,0,0,48.2
1682128194.7545216,0,0,53.0
1682128201.1746256,0,0,52.4
1682128207.7184603,0,0,46.0
1682128214.1233468,0,0,47.0
1682128220.555355,0,0,46.4
1682128226.9805372,0,0,50.6
1682128233.3768914,0,0,48.0
1682128239.8004105,0,0,47.0
1682128246.6119235,0,0,45.8
1682128253.1651998,0,0,47.6
1682128259.5903711,0,0,52.4
1682128266.026123,0,0,48.6
1682128272.4656694,0,0,50.4
1682128278.9250786,0,0,45.0
1682128285.3939478,0,0,52.2
1682128291.9138806,0,0,51.2
1682128298.3418207,0,0,51.0
1682128304.7490833,0,0,48.8
1682128311.3869658,0,0,48.2
1682128317.8464684,0,0,53.8
1682128324.3014,0,0,47.2
1682128330.9770055,0,0,48.8
1682128337.6397476,0,0,51.2
1682128344.0936918,0,0,48.4
1682128350.5504203,0,0,44.0
1682128357.0081997,0,0,48.0
1682128363.4920008,0,0,48.8
1682128370.0210998,0,0,49.0
1682128376.7956429,0,0,47.0
1682128383.2630148,0,0,46.8
1682128389.7707064,0,0,44.8
1682128396.2926161,0,0,47.0
1682128402.8023872,0,0,49.0
1682128409.3175616,0,0,53.0
1682128415.8542628,0,0,50.2
1682128422.3833065,0,0,54.0
1682128428.919693,0,0,48.0
1682128435.4735146,0,0,49.2
1682128442.4033313,0,0,48.4
1682128449.0729895,0,0,48.0
1682128455.7094603,0,0,52.4
1682128462.2185993,0,0,47.0
1682128468.8882406,0,0,51.6
1682128475.4467633,0,0,55.6
1682128482.057877,0,0,52.4
1682128488.6189976,0,0,48.6
1682128495.173903,0,0,49.2
1682128501.7421963,0,0,42.2
1682128508.539242,0,0,47.0
1682128515.162793,0,0,46.2
1682128521.7831612,0,0,49.0
1682128528.451786,0,0,53.0
1682128535.1062624,0,0,49.0
1682128541.6788135,0,0,51.0
1682128548.380272,0,0,47.0
1682128555.0062258,0,0,50.4
1682128561.7616143,0,0,47.6
1682128568.7149181,0,0,55.4
1682128575.3482904,0,0,51.6
1682128581.9782073,0,0,47.0
1682128588.6188457,0,0,46.2
1682128595.254542,0,0,51.4
1682128602.0074537,0,0,46.4
1682128608.5811014,0,0,54.0
1682128615.1963267,0,0,49.2
1682128621.9111063,0,0,40.4
1682128628.7740376,0,0,50.6
1682128635.474496,0,0,60.4
1682128642.1804745,0,0,49.4
1682128648.830867,0,0,42.2
1682128655.4837384,0,0,48.4
1682128662.1586223,0,0,48.4
1682128668.8149056,0,0,49.0
1682128675.5904863,0,0,48.0
1682128682.26991,0,0,50.6
1682128689.1526701,0,0,51.2
1682128695.8126981,0,0,48.6
1682128702.4820256,0,0,51.2
1682128709.3118546,0,0,45.0
1682128716.0399609,0,0,51.2
1682128722.7334538,0,0,47.0
1682128729.3992784,0,0,46.0
1682128736.0887887,0,0,47.6
1682128742.8321445,0,0,51.0
1682128749.8458157,0,0,48.0
1682128756.5292213,0,0,48.0
1682128763.2477527,0,0,50.8
1682128769.9541485,0,0,48.4
1682128776.7238054,0,0,47.4
1682128783.6104624,0,0,51.2
1682128790.4049077,0,0,53.0
1682128797.1765292,0,0,49.2
1682128804.1234822,0,0,53.4
1682128810.9816966,0,0,50.6
1682128817.7875094,0,0,50.6
1682128824.534764,0,0,45.6
1682128831.432713,0,0,50.2
1682128838.1900928,0,0,42.2
1682128844.9975572,0,0,48.6
1682128851.7840724,0,0,51.0
1682128858.7691002,0,0,48.6
1682128865.5137222,0,0,51.6
1682128872.4080513,0,0,45.0
1682128879.312408,0,0,52.0
1682128886.2023337,0,0,49.6
1682128893.3037457,0,0,45.8
1682128900.1564996,0,0,46.0
1682128907.031478,0,0,51.6
1682128914.1077569,0,0,55.4
1682128921.0629,0,0,51.0
1682128927.8648982,0,0,52.8
1682128934.786079,0,0,44.2
1682128941.8956995,0,0,51.4
1682128948.7522886,0,0,46.0
1682128955.546451,0,0,47.8
1682128962.3524761,0,0,43.6
1682128969.545099,0,0,48.6
1682128976.5202534,0,0,54.6
1682128983.3681154,0,0,51.0
1682128990.2984416,0,0,50.6
1682128997.3008807,0,0,41.8
1682129004.202576,0,0,54.4
1682129011.2135656,0,0,40.0
1682129018.0313034,0,0,48.0
1682129025.083405,0,0,51.8
1682129032.0197465,0,0,45.8
1682129038.8717406,0,0,46.4
1682129045.7220674,0,0,48.0
1682129052.5787268,0,0,50.0
1682129059.6985765,0,0,52.0
1682129066.9171052,0,0,52.4
1682129073.7806728,0,0,44.4
1682129080.9051895,0,0,54.4
1682129087.8573422,0,0,42.6
1682129094.875847,0,0,48.6
1682129101.7715514,0,0,49.2
1682129108.6815507,0,0,44.2
1682129115.5923588,0,0,45.0
1682129122.5665498,0,0,51.8
1682129129.808771,0,0,44.4
1682129136.787973,0,0,47.6
1682129143.6984248,0,0,51.4
1682129150.7113707,0,0,50.4
1682129157.6486135,0,0,49.4
1682129164.5469747,0,0,46.0
1682129171.5168226,0,0,49.4
1682129178.8866935,0,0,52.8
1682129186.3056881,0,0,51.2
1682129193.2495492,0,0,52.2
1682129200.3481653,0,0,46.6
1682129207.3970013,0,0,47.8
1682129214.4061887,0,0,48.4
1682129221.382108,0,0,46.6
1682129228.3505573,0,0,43.6
1682129235.6195414,0,0,52.0
1682129242.7628243,0,0,49.8
1682129249.7488377,0,0,49.2
1682129256.7111456,0,0,49.4
1682129263.917723,0,0,53.2
1682129271.072208,0,0,46.4
1682129278.0407853,0,0,47.0
1682129285.4343677,0,0,50.0
1682129292.648381,0,0,57.2
1682129299.7843726,0,0,46.8
1682129306.8601768,0,0,50.8
1682129313.976958,0,0,45.2
1682129321.0708966,0,0,48.2
1682129328.1029847,0,0,43.4
1682129335.3374372,0,0,51.0
1682129342.3906915,0,0,50.0
1682129349.6477222,0,0,51.4
1682129356.678153,0,0,50.2
1682129363.7571666,0,0,48.8
1682129370.9018524,0,0,51.4
1682129378.1053994,0,0,43.8
1682129385.3894486,0,0,50.0
1682129392.4007382,0,0,44.8
1682129399.509639,0,0,43.0
1682129406.7680461,0,0,55.6
1682129413.8703997,0,0,49.6
1682129421.0313954,0,0,48.4
1682129428.1344583,0,0,53.4
1682129435.527872,0,0,45.6
1682129442.7568235,0,0,45.8
1682129449.8853133,0,0,48.8
1682129457.155708,0,0,53.0
1682129464.4102495,0,0,53.8
1682129471.457819,0,0,46.0
1682129478.5722091,0,0,48.0
1682129485.9419847,0,0,52.0
1682129493.0403247,0,0,47.2
1682129500.1399965,0,0,48.2
1682129507.3403478,0,0,51.2
1682129514.5188563,0,0,45.2
1682129521.6951358,0,0,43.0
1682129528.7598577,0,0,52.4
1682129536.2212582,0,0,53.0
1682129543.5355127,0,0,46.4
1682129550.6650722,0,0,46.8
1682129557.793331,0,0,46.8
1682129565.12688,0,0,50.8
1682129572.2433035,0,0,48.4
1682129579.554651,0,0,45.6
1682129586.9047387,0,0,48.6
1682129594.1872492,0,0,47.8
1682129601.4117508,0,0,48.4
1682129608.5425184,0,0,45.4
1682129615.9029458,0,0,53.2
1682129623.1426713,0,0,47.2
1682129630.5534725,0,0,50.2
1682129637.9513779,0,0,48.6
1682129645.3159313,0,0,51.8
1682129652.497398,0,0,48.8
1682129659.7007227,0,0,52.6
1682129666.9879591,0,0,45.2
1682129674.5623271,0,0,50.6
1682129681.7693064,0,0,49.4
1682129688.957944,0,0,47.4
1682129696.2264183,0,0,44.6
1682129703.4355757,0,0,46.2
1682129710.6367233,0,0,46.0
1682129717.975767,0,0,50.8
1682129725.6706054,0,0,49.2
1682129732.8984897,0,0,53.6
1682129740.2063773,0,0,47.6
1682129747.5092325,0,0,48.0
1682129754.781969,0,0,45.4
1682129762.0439684,0,0,52.2
1682129769.6597953,0,0,50.6
1682129776.9241967,0,0,53.6
1682129784.1675057,0,0,50.6
1682129791.657325,0,0,52.0
1682129799.0884645,0,0,51.0
1682129806.3645935,0,0,45.0
1682129813.9024374,0,0,54.4
1682129821.377311,0,0,51.0
1682129828.6640418,0,0,52.8
1682129836.023987,0,0,54.6
1682129843.3866105,0,0,51.2
1682129850.6758206,0,0,48.2
1682129858.190243,0,0,50.4
1682129865.6152124,0,0,48.2
1682129873.02009,0,0,55.0
1682129880.3109,0,0,45.0
1682129887.5811868,0,0,53.4
1682129894.9634304,0,0,56.6
1682129902.4864514,0,0,49.2
1682129909.8012323,0,0,49.6
1682129917.3486588,0,0,52.6
1682129924.7127101,0,0,51.6
1682129932.0770917,0,0,49.2
1682129939.48049,0,0,51.0
1682129947.1679106,0,0,50.4
1682129954.67571,0,0,47.6
1682129962.2101285,0,0,43.8
1682129969.640054,0,0,48.0
1682129977.2373946,0,0,44.6
1682129984.6667843,0,0,47.4
1682129992.2946482,0,0,42.0
1682129999.6299522,0,0,36.2
1682130007.0630186,0,0,36.4
1682130014.5049987,0,0,40.6
1682130021.8578904,0,0,36.2
1682130029.3184104,0,0,38.8
1682130037.05475,0,0,38.4
1682130044.4049,0,0,36.4
1682130051.7926884,0,0,35.8
1682130059.2596662,0,0,45.2
1682130066.7272651,0,0,32.8
1682130074.1494586,0,0,36.2
1682130082.048151,0,0,34.0
1682130089.5725663,0,0,43.6
1682130096.996129,0,0,40.4
1682130104.508267,0,0,33.8
1682130111.9606721,0,0,36.6
1682130119.3784025,0,0,36.4
1682130127.1729507,0,0,40.0
1682130134.7502234,0,0,41.2
1682130142.1947484,0,0,32.2
1682130149.9247267,0,0,39.2
1682130157.3534045,0,0,36.4
1682130165.0370498,0,0,31.0
1682130172.7752717,0,0,33.4
1682130180.229335,0,0,34.6
1682130187.7228494,0,0,32.8
1682130195.2491632,0,0,29.6
1682130202.667232,0,0,29.2
1682130210.55006,0,0,32.2
1682130218.1639938,0,0,36.4
1682130225.6746159,0,0,29.8
1682130233.1859393,0,0,31.2
1682130240.7805712,0,0,36.8
1682130248.374223,0,0,28.8
1682130256.1485152,0,0,33.4
1682130263.7387123,0,0,47.8
1682130271.317247,0,0,43.2
1682130278.9525843,0,0,35.6
1682130286.5690336,0,0,41.4
1682130294.2944036,0,0,36.8
1682130301.890791,0,0,36.8
1682130309.4721644,0,0,36.2
